class,x1,y1,z1,x2,y2,z2,x3,y3,z3,x4,y4,z4,x5,y5,z5,x6,y6,z6,x7,y7,z7,x8,y8,z8,x9,y9,z9,x10,y10,z10,x11,y11,z11,x12,y12,z12,x13,y13,z13,x14,y14,z14,x15,y15,z15,x16,y16,z16,x17,y17,z17,x18,y18,z18,x19,y19,z19,x20,y20,z20,x21,y21,z21
Two,0.28377372,0.848338962,3.38E-07,0.265183389,0.667684913,0.055445489,0.289422333,0.545108676,0.062405918,0.325783044,0.469028026,0.057655495,0.368101001,0.436692983,0.054444797,0.299354345,0.443451732,4.89E-06,0.293223768,0.281906515,-0.023826998,0.284056365,0.175737441,-0.038717467,0.273031533,0.098217428,-0.047377896,0.344212294,0.479461133,-0.035058651,0.405315548,0.280411959,-0.063903354,0.432795405,0.163270265,-0.07667657,0.448229671,0.090522051,-0.083317704,0.380608618,0.542241693,-0.060421467,0.45591408,0.389203608,-0.059759699,0.444346189,0.428844601,-0.021481438,0.425527781,0.467240244,0.007334959,0.41211459,0.627180994,-0.083229803,0.461654544,0.510611832,-0.059146207,0.449819922,0.539896727,-0.01479613,0.43498832,0.574692369,0.019412568
Two,0.28285417,0.851069212,3.24E-07,0.265903294,0.67537576,0.049282875,0.291559875,0.549342275,0.05555265,0.332301378,0.480469912,0.051050428,0.379673183,0.456576794,0.047387626,0.300323963,0.449993312,-0.002191334,0.291458964,0.28316167,-0.021987395,0.282205254,0.176910728,-0.033560492,0.271302998,0.099304289,-0.040535055,0.346428126,0.48466444,-0.036085684,0.404943943,0.278767526,-0.058083512,0.431262136,0.161824793,-0.069126867,0.447554857,0.08918637,-0.075742014,0.382734686,0.547446966,-0.061390698,0.455547392,0.383109212,-0.061932918,0.443971246,0.422515541,-0.030196974,0.426445514,0.46198675,-0.006310149,0.416067123,0.62962997,-0.084058762,0.461706877,0.508653343,-0.066052504,0.451344162,0.535128236,-0.028276799,0.438700616,0.567907214,0.001100891
Two,0.27986142,0.842924774,3.44E-07,0.263351798,0.664450169,0.046722002,0.289139628,0.537616313,0.051136632,0.330496132,0.473638237,0.044666823,0.376839161,0.452942789,0.038172223,0.299117297,0.440288961,-0.00275906,0.291137218,0.278019726,-0.021274934,0.282289028,0.175842375,-0.030741191,0.272548079,0.100554585,-0.035978511,0.34458831,0.474703193,-0.036443479,0.40422222,0.27465564,-0.058385864,0.431117177,0.160822749,-0.067312174,0.44836551,0.088307917,-0.071631871,0.380809367,0.540788412,-0.061944179,0.454680681,0.386907399,-0.065086402,0.442207813,0.425199389,-0.034411229,0.422800779,0.462786734,-0.01027859,0.412711322,0.629095733,-0.084814623,0.45975706,0.510020554,-0.068599135,0.447770178,0.535731733,-0.030588778,0.43236807,0.569152832,-0.000742438
Two,0.28160727,0.846729338,3.38E-07,0.265083849,0.663707256,0.053668644,0.289987743,0.541806281,0.060345013,0.329279572,0.472113818,0.05535803,0.371842861,0.442482948,0.051536936,0.29853642,0.441599369,0.001395101,0.292697638,0.280922353,-0.020088445,0.283028662,0.175639987,-0.032693323,0.272237897,0.098233849,-0.039983358,0.343104452,0.474360704,-0.034114737,0.40231359,0.275875211,-0.061369743,0.430731505,0.159733862,-0.07341484,0.449014187,0.088669568,-0.079574183,0.379988134,0.538188577,-0.060285121,0.45509702,0.390155315,-0.060874298,0.442729592,0.429222912,-0.02486825,0.423711061,0.466731936,0.002338837,0.412419379,0.626398623,-0.083897129,0.460569054,0.514428854,-0.061878089,0.447339147,0.54330653,-0.019069465,0.431770742,0.576803148,0.01385428
Two,0.284882426,0.854277492,3.69E-07,0.26452443,0.678057671,0.049527261,0.29049924,0.549616218,0.055232864,0.331432372,0.476482004,0.04959479,0.377597362,0.449223608,0.045115437,0.299307406,0.449579746,-4.28E-05,0.293938339,0.283199102,-0.020841563,0.286370039,0.177518696,-0.032353397,0.275919795,0.099705487,-0.038942043,0.345412314,0.483011514,-0.033911761,0.408792734,0.28507942,-0.060254257,0.435767591,0.166663259,-0.071825676,0.450478286,0.089862138,-0.077765353,0.381375432,0.544912875,-0.059286371,0.457486033,0.391862214,-0.062053308,0.446264863,0.435776174,-0.028021736,0.427529246,0.475690693,-0.001407399,0.413808852,0.62869978,-0.082172632,0.463537753,0.510961473,-0.06274341,0.451622844,0.542077184,-0.022068201,0.436033368,0.577785194,0.009590486
Two,0.282960922,0.851185918,3.73E-07,0.265189439,0.673347592,0.047096949,0.290914297,0.542735517,0.052658498,0.332780451,0.472594827,0.048150189,0.379646778,0.444841504,0.044670049,0.299294472,0.44799152,-0.002978917,0.293360293,0.282133609,-0.021062477,0.284213275,0.178479671,-0.030053359,0.273782015,0.102162212,-0.034768466,0.344150007,0.483844966,-0.035285685,0.406174272,0.281321883,-0.057602536,0.432709157,0.166726291,-0.066047259,0.449506581,0.092449337,-0.069830686,0.380327225,0.546557426,-0.059199698,0.456437171,0.389029056,-0.062480673,0.441074312,0.429501057,-0.031084597,0.420263708,0.469217867,-0.006121997,0.413021326,0.630048335,-0.080239348,0.461155146,0.510674953,-0.062742613,0.44547379,0.542522073,-0.0236346,0.428566098,0.58103174,0.007034705
Two,0.282568306,0.850255847,3.76E-07,0.266239971,0.672804713,0.04817041,0.292551696,0.547273457,0.051860604,0.333464712,0.474253476,0.045082249,0.379155189,0.445182532,0.039679728,0.298716486,0.455159009,-0.010095616,0.29372108,0.28663972,-0.033821117,0.285111606,0.179629415,-0.045017872,0.274480343,0.102217525,-0.05075416,0.344036192,0.491025925,-0.043675076,0.407251567,0.287440598,-0.076840527,0.434014827,0.168426007,-0.08898259,0.449811935,0.092377067,-0.093793154,0.380488873,0.552203774,-0.067938782,0.458143592,0.393483371,-0.07554438,0.446386307,0.430583954,-0.039139219,0.427494884,0.466769129,-0.00931181,0.412688434,0.634124041,-0.089563251,0.461928785,0.507470846,-0.071552351,0.449104398,0.535354018,-0.028352305,0.432911277,0.570806623,0.005851021
Two,0.28360641,0.849915266,3.82E-07,0.265019864,0.673897862,0.040656988,0.292261779,0.544055521,0.042037409,0.335186034,0.474345356,0.033454977,0.382226616,0.450371087,0.025511695,0.299320102,0.452478141,-0.009714122,0.293582648,0.286960721,-0.032099504,0.2858693,0.182438105,-0.043930281,0.275736749,0.105194837,-0.050510839,0.345410705,0.486997247,-0.040834703,0.406843007,0.290071964,-0.065758757,0.434294015,0.173928916,-0.075765401,0.45095247,0.097180605,-0.080838509,0.381945014,0.549880385,-0.064397514,0.454282314,0.392726839,-0.06914974,0.442798734,0.434555292,-0.036753796,0.424044102,0.475035369,-0.010988371,0.414358526,0.633281767,-0.0860966,0.459772408,0.509289265,-0.069934629,0.447191715,0.535193324,-0.03113286,0.43159622,0.569312215,-0.00065909
Two,0.286272526,0.849810243,3.72E-07,0.266691118,0.673147142,0.049895298,0.293777347,0.54632163,0.056568805,0.335979462,0.477464229,0.052240673,0.382674485,0.455135882,0.048908565,0.301581681,0.448717564,0.001050926,0.294384897,0.282441914,-0.016240634,0.286112189,0.177646607,-0.026127005,0.277196556,0.100236237,-0.032452118,0.349285245,0.481327057,-0.031258591,0.409110427,0.28622216,-0.050949719,0.436541468,0.168891847,-0.060609262,0.453032404,0.093706876,-0.067014337,0.385490775,0.542101204,-0.054906178,0.459232986,0.390042335,-0.05128501,0.445591867,0.431773126,-0.017580858,0.425175965,0.472353041,0.006597721,0.416802019,0.62230289,-0.076217249,0.460493147,0.513026476,-0.054630972,0.447000921,0.540019929,-0.016269106,0.431961358,0.571939051,0.012735196
Two,0.284629524,0.851551414,3.65E-07,0.266042769,0.673128068,0.049515374,0.292517841,0.548256814,0.054346893,0.333085209,0.478076518,0.048155513,0.37780723,0.451248527,0.042978603,0.302099645,0.449782431,-0.003473686,0.295228213,0.283494115,-0.025185801,0.285893649,0.176633477,-0.037558388,0.275525093,0.098569065,-0.044787139,0.347847402,0.484329134,-0.037018824,0.407426387,0.285415828,-0.062744312,0.434682369,0.166634798,-0.073521107,0.451337516,0.09118104,-0.079227231,0.383972764,0.54744333,-0.061731815,0.457133472,0.393161565,-0.061982956,0.444428563,0.433384687,-0.025926631,0.425378889,0.472753495,0.001293894,0.415195644,0.632776678,-0.084138624,0.460973978,0.511045516,-0.062769219,0.446793109,0.539827526,-0.02028391,0.430822611,0.576284111,0.012435887
Two,0.303875446,0.776862383,4.25E-07,0.272705197,0.623976886,0.028641475,0.29457435,0.510730505,0.025439985,0.334002525,0.445503056,0.019169053,0.374788702,0.415344805,0.014077572,0.294656157,0.446422487,-0.04150562,0.289890558,0.294004947,-0.077510715,0.279270291,0.185019761,-0.099575169,0.268168777,0.112265855,-0.110606723,0.333833992,0.494091541,-0.063587211,0.390564203,0.313432455,-0.098230794,0.424422473,0.193488508,-0.110228598,0.445076168,0.113320231,-0.115068428,0.372608304,0.558766842,-0.078090481,0.447862595,0.403570116,-0.095887154,0.452526033,0.393086791,-0.073015109,0.44204548,0.403819442,-0.050539814,0.409854531,0.635396242,-0.089365169,0.465298772,0.522050261,-0.088430576,0.458354205,0.526114941,-0.056838442,0.441114128,0.553158402,-0.02815165
Two,0.281653881,0.84465766,3.87E-07,0.267090023,0.670930386,0.040760234,0.296619236,0.544747531,0.044441432,0.344497532,0.489528328,0.036599204,0.39547205,0.480944216,0.029566023,0.300258189,0.444249332,0.004245569,0.290391713,0.2829642,-0.015162238,0.282675654,0.17973721,-0.026881855,0.273696452,0.102531791,-0.034669165,0.3451294,0.471331537,-0.02881583,0.399676502,0.280905128,-0.051577814,0.429371476,0.166376054,-0.064858563,0.450291693,0.088155866,-0.073137753,0.378472388,0.531408489,-0.055624619,0.454050422,0.386141539,-0.06385842,0.443880409,0.438994914,-0.038777836,0.424581528,0.481667846,-0.018122267,0.411198795,0.614569724,-0.080664627,0.464890301,0.521316707,-0.073003575,0.455647588,0.5562675,-0.04333736,0.439700693,0.590062261,-0.019071253
Two,0.298524529,0.854437888,4.27E-07,0.355712652,0.730515003,0.032224935,0.377460122,0.603143454,0.034969103,0.396020621,0.499451399,0.025096815,0.411830962,0.422131896,0.017848989,0.317772478,0.472670376,0.008200133,0.325331867,0.307667077,-0.013589468,0.32439816,0.211679876,-0.028461879,0.311496764,0.125470638,-0.038443156,0.316203177,0.489195406,-0.02504853,0.378304332,0.280517817,-0.051552061,0.415865362,0.164474666,-0.068013616,0.435547233,0.083357364,-0.077360004,0.325841933,0.534386694,-0.055491306,0.424728423,0.387094617,-0.082525663,0.461530745,0.451996833,-0.078221068,0.470481098,0.516370714,-0.067842335,0.353057444,0.594367504,-0.083626524,0.441881925,0.533573568,-0.096680008,0.471129417,0.575321615,-0.086963251,0.479422361,0.618697941,-0.075383924
Two,0.328014791,0.756043017,7.91E-07,0.390176088,0.707132578,0.003825122,0.41895777,0.612849832,-0.002222749,0.442690015,0.54755789,-0.013277413,0.459784925,0.496801317,-0.025226228,0.326458752,0.48543331,-0.010156463,0.348912299,0.379609078,-0.027412064,0.367323965,0.298858345,-0.041946769,0.38099885,0.238003284,-0.053228989,0.316410005,0.499434799,-0.02842821,0.369865149,0.376677334,-0.057641163,0.417170078,0.350571156,-0.075166181,0.445504963,0.365830839,-0.081908613,0.325903654,0.543196261,-0.0456778,0.404330879,0.442548037,-0.077870294,0.452281713,0.461298764,-0.090991519,0.476458281,0.501762927,-0.093380466,0.350864053,0.603204012,-0.061563086,0.425652027,0.568810403,-0.090482287,0.461092293,0.582621634,-0.099430911,0.480514169,0.609210849,-0.101005837
Two,0.297641039,0.848651409,6.35E-07,0.381251782,0.745583534,0.021300089,0.408934027,0.631352305,0.018920194,0.429486454,0.544522464,0.004815825,0.449804902,0.484634817,-0.00620757,0.328896105,0.474159956,-0.002840205,0.343895167,0.319950312,-0.028547868,0.349675477,0.222998232,-0.043935448,0.338327765,0.141842246,-0.055165984,0.320902884,0.486899465,-0.034474671,0.377493948,0.280557394,-0.073459871,0.412925869,0.16065824,-0.096316576,0.430075765,0.077710152,-0.108319826,0.32499212,0.532565653,-0.063394211,0.41626215,0.391083449,-0.10014265,0.458924621,0.461751908,-0.095403105,0.471435428,0.524285197,-0.082423791,0.348018289,0.593109548,-0.091004558,0.435588479,0.537204325,-0.109868519,0.465839207,0.583071947,-0.100454152,0.472150296,0.626487136,-0.088218726
Two,0.320826679,0.769138336,1.06E-06,0.399512678,0.706512511,-0.002779527,0.426404059,0.608996809,-0.013925259,0.441042989,0.535126507,-0.031926163,0.453570962,0.486594707,-0.04858461,0.34164381,0.456996739,-0.026136719,0.352907062,0.322045863,-0.054984115,0.359635979,0.228788376,-0.072964393,0.356123954,0.152998388,-0.08601097,0.320785224,0.481128216,-0.049125969,0.367247611,0.312641412,-0.090324625,0.397509426,0.200852484,-0.115584813,0.413800716,0.128670573,-0.127925113,0.323358923,0.537786961,-0.070774712,0.398079127,0.396772981,-0.116162583,0.445899963,0.439218938,-0.118619859,0.464345366,0.490624964,-0.109392457,0.3433792,0.601528585,-0.09247952,0.434326112,0.549219787,-0.129491329,0.470869362,0.582347572,-0.130190432,0.483807385,0.620821476,-0.122021504
Two,0.296657443,0.849686384,7.25E-07,0.38359198,0.750184774,0.012084847,0.418366671,0.644657731,0.001814231,0.449006945,0.572057843,-0.020445907,0.48069489,0.539388835,-0.040197715,0.331840932,0.460648715,-0.005464002,0.346689105,0.31427145,-0.032615956,0.354089081,0.217580914,-0.050559096,0.347082675,0.136041522,-0.06404084,0.318452597,0.474843621,-0.037387222,0.370858401,0.278203785,-0.073880836,0.405432552,0.158474922,-0.096176974,0.424246252,0.070717841,-0.108690083,0.318452507,0.525686085,-0.068468824,0.407273561,0.388410926,-0.107256934,0.452433467,0.458332181,-0.106380068,0.467327893,0.522391021,-0.096275873,0.339108914,0.593417346,-0.099286571,0.425723553,0.540130734,-0.122020409,0.461509824,0.58013165,-0.116168901,0.473459035,0.619656205,-0.106740855
Two,0.296194971,0.84753263,6.59E-07,0.381019056,0.759170055,0.006428927,0.421175092,0.65095669,-0.004441573,0.451152891,0.583313465,-0.026626103,0.478663027,0.561324656,-0.046985451,0.351478636,0.435296118,-0.000703817,0.364713401,0.297321498,-0.023831602,0.369477361,0.19688493,-0.040754516,0.365243137,0.114730477,-0.054852407,0.327776045,0.450420499,-0.031741146,0.35783568,0.266402245,-0.062767871,0.385270953,0.150583029,-0.084582791,0.402042538,0.061574817,-0.098262697,0.313584536,0.503715575,-0.063422173,0.390457183,0.37906906,-0.102144264,0.443208933,0.437815249,-0.10921485,0.464874595,0.497070462,-0.105674177,0.319442183,0.580396354,-0.095274329,0.404588401,0.532737672,-0.122021496,0.448010534,0.554467201,-0.124256872,0.465825111,0.580288291,-0.121348128
Two,0.316826224,0.848275065,4.23E-07,0.384628981,0.774691105,-0.016502181,0.426578641,0.66836226,-0.027504662,0.43552509,0.574100614,-0.041712817,0.415796846,0.525041461,-0.055147786,0.391860694,0.471652746,-0.007679416,0.406592727,0.337759137,-0.027321512,0.409368753,0.257490784,-0.045201883,0.412337452,0.191258222,-0.059343394,0.357093096,0.461551219,-0.021453161,0.35643813,0.280657947,-0.044034231,0.365763247,0.164059609,-0.065791704,0.37595436,0.072265744,-0.082736813,0.323239058,0.490868032,-0.038479932,0.344473809,0.358769655,-0.07299412,0.386869192,0.377654195,-0.093777955,0.414157212,0.421191156,-0.10374435,0.29588151,0.5475806,-0.056918632,0.334563017,0.480958253,-0.089123785,0.373755097,0.496476054,-0.102669649,0.399377704,0.533273578,-0.109624393
Two,0.320691228,0.854993463,6.02E-07,0.381575286,0.791572511,-0.028648784,0.422420084,0.656529367,-0.039972436,0.411566436,0.546922207,-0.051242057,0.361129165,0.511177361,-0.059966676,0.379069835,0.465756238,-0.015714733,0.393992245,0.330317467,-0.038290542,0.402794778,0.247943074,-0.056250647,0.407277852,0.173702449,-0.070649207,0.329155862,0.452388585,-0.024526494,0.313932598,0.265227437,-0.053121973,0.31926173,0.152950644,-0.076231271,0.322843283,0.060005844,-0.09128838,0.287779987,0.489044338,-0.03715862,0.291425377,0.355853349,-0.085569233,0.338121295,0.393643469,-0.107095852,0.370216966,0.438435704,-0.112775117,0.258137286,0.556320727,-0.051663969,0.301694989,0.5209589,-0.100549608,0.351753801,0.562193692,-0.11925111,0.38513881,0.603694022,-0.12587066
Two,0.323973179,0.856847167,7.06E-07,0.379088938,0.786749721,-0.030749427,0.410827667,0.665666819,-0.04338374,0.398003995,0.566363692,-0.055580236,0.360523522,0.499546438,-0.065968715,0.374541312,0.465746373,-0.017449869,0.402116239,0.331371278,-0.039537348,0.41631496,0.250358373,-0.057272431,0.423297346,0.177906126,-0.070051186,0.323829442,0.452665031,-0.02424046,0.312037319,0.259624004,-0.048345916,0.307684153,0.140913099,-0.068927459,0.299841821,0.04858017,-0.081893221,0.280701458,0.493843466,-0.035277121,0.267087519,0.35875681,-0.074823737,0.293667555,0.35010612,-0.094888948,0.312271386,0.354490995,-0.101708524,0.246120453,0.568795562,-0.048391107,0.269068182,0.500729442,-0.089015402,0.306252152,0.530651927,-0.099824458,0.332568079,0.571289957,-0.101146109
Two,0.321446061,0.86024797,6.97E-07,0.376223326,0.789998889,-0.029230187,0.403517455,0.670715034,-0.043426562,0.384888411,0.579532385,-0.058429148,0.34216702,0.524585605,-0.071685843,0.36999777,0.457737982,-0.018720448,0.402110398,0.31991294,-0.042688742,0.417227745,0.242283881,-0.06221728,0.424004942,0.17710492,-0.076088496,0.317324102,0.447477639,-0.027753368,0.30119139,0.249580413,-0.054233562,0.295015424,0.131139785,-0.077004291,0.284691215,0.040237874,-0.09150251,0.273256004,0.494969726,-0.040255785,0.249422133,0.344529659,-0.083865352,0.283749044,0.371309698,-0.101557553,0.308277845,0.413502812,-0.104484029,0.238480464,0.577804327,-0.054348245,0.248752862,0.492219001,-0.097629383,0.285257369,0.533823133,-0.10542924,0.310522318,0.590944588,-0.102945141
Two,0.319591969,0.869938731,7.04E-07,0.370077431,0.799700856,-0.031863712,0.399421066,0.691824913,-0.049297504,0.390390337,0.609390378,-0.067845635,0.352845937,0.556656837,-0.08436992,0.365291536,0.460608959,-0.021362353,0.397230089,0.319852769,-0.048668008,0.412138164,0.240060806,-0.070351355,0.418990314,0.174883932,-0.085048966,0.31205833,0.452134669,-0.030220099,0.293007523,0.255012751,-0.059246991,0.282928795,0.136384815,-0.083085932,0.269664228,0.043167084,-0.098026007,0.266912252,0.501858473,-0.042803459,0.240389198,0.364140093,-0.086880513,0.270727217,0.397582382,-0.101522379,0.293346077,0.441546977,-0.101736657,0.230981946,0.585968912,-0.05759776,0.231157467,0.504732311,-0.097964995,0.26598832,0.544557273,-0.102044165,0.293646067,0.596851826,-0.096809655
Two,0.313782662,0.864213288,7.56E-07,0.36536625,0.79239428,-0.037847456,0.387271821,0.67149049,-0.055610768,0.359453619,0.577121556,-0.07250677,0.308671504,0.52036339,-0.087005615,0.359047621,0.456289381,-0.026978739,0.389443576,0.314886898,-0.053536702,0.40435183,0.233678967,-0.073478021,0.410869688,0.165310144,-0.087238133,0.302052587,0.44506377,-0.031369265,0.282424539,0.254348516,-0.060637619,0.268853128,0.136330098,-0.083064899,0.252301782,0.040825129,-0.096662357,0.256155193,0.492061436,-0.039724592,0.224652171,0.358687699,-0.084511012,0.247486949,0.394173622,-0.098704085,0.264743507,0.436082959,-0.09851037,0.220379055,0.573690712,-0.050612327,0.217190802,0.503538251,-0.092898428,0.250316054,0.547952235,-0.098281771,0.277668178,0.60049665,-0.093611665
Two,0.314014286,0.864588141,7.46E-07,0.364534795,0.789136231,-0.035923384,0.386668235,0.66607964,-0.053254861,0.356797755,0.572378635,-0.070092276,0.304094881,0.522108614,-0.084591113,0.357047319,0.455207646,-0.024521032,0.38586694,0.313572824,-0.051312558,0.401806891,0.23229596,-0.071867242,0.41111064,0.16553548,-0.085812159,0.300141215,0.445848644,-0.030281505,0.279336035,0.25471276,-0.059133083,0.266073555,0.136053145,-0.081681035,0.250564963,0.04041481,-0.095157601,0.254231185,0.494308203,-0.039854906,0.223525852,0.364979744,-0.084318787,0.247639611,0.404166937,-0.096341744,0.265479267,0.449742794,-0.094100311,0.218596086,0.577822328,-0.051889244,0.21188426,0.500431657,-0.092743054,0.244134963,0.544869721,-0.094616689,0.269875765,0.599613667,-0.087135442
Two,0.313016385,0.86536634,7.38E-07,0.362106144,0.788507462,-0.035471752,0.381625235,0.664992332,-0.052365556,0.349922299,0.569062591,-0.068936691,0.296512604,0.520566404,-0.083168656,0.352787733,0.45584166,-0.023567555,0.382195711,0.313363612,-0.05030074,0.399189651,0.230044395,-0.070902981,0.410144687,0.16219303,-0.084860601,0.296883076,0.44724685,-0.029505761,0.275195628,0.255674243,-0.058062967,0.261637956,0.135440916,-0.080057643,0.246191412,0.039788127,-0.093201749,0.251989722,0.497135848,-0.03925404,0.218593657,0.368496001,-0.08436738,0.244823217,0.415203065,-0.095119901,0.264917701,0.470536977,-0.0913385,0.217329651,0.581755459,-0.051463902,0.205170035,0.499779314,-0.093072318,0.235905319,0.546532035,-0.094135769,0.260611773,0.605866909,-0.085610069
Two,0.312841684,0.869169831,7.47E-07,0.36198014,0.790835023,-0.034664012,0.379268646,0.669501066,-0.051811237,0.351368785,0.574539065,-0.069185898,0.299933553,0.525364161,-0.084162757,0.352389485,0.456415385,-0.021830967,0.380928129,0.313120902,-0.048150338,0.39852342,0.231711924,-0.068637125,0.409658223,0.162110627,-0.083146326,0.294853151,0.447419673,-0.028810678,0.273508221,0.255412102,-0.057588656,0.259813607,0.137328535,-0.078749925,0.243830666,0.041228354,-0.091390438,0.249772817,0.497123122,-0.039774071,0.210602611,0.357897729,-0.086494461,0.238243684,0.416045874,-0.096362494,0.26165241,0.478844166,-0.091584139,0.215708047,0.584419966,-0.053222988,0.199472576,0.502402902,-0.098973632,0.228415757,0.55383563,-0.101793483,0.254158795,0.616084456,-0.093844704
Two,0.314841509,0.867271364,7.59E-07,0.362879038,0.78739512,-0.034485903,0.379225731,0.665214121,-0.051282957,0.351322412,0.569778979,-0.068153217,0.299937427,0.520395637,-0.082873002,0.350954384,0.457257062,-0.022347979,0.380662739,0.31517756,-0.047641143,0.397846937,0.230592072,-0.067796916,0.409418106,0.159190774,-0.082278892,0.294408172,0.44775781,-0.028864333,0.273900151,0.258637726,-0.055759311,0.259111255,0.140022814,-0.076398134,0.242904589,0.043783993,-0.089344919,0.249639869,0.49650687,-0.039210867,0.209900349,0.355286986,-0.083505817,0.229684949,0.404811502,-0.093914397,0.24728179,0.462694794,-0.090809092,0.216551214,0.582637429,-0.052134298,0.199035585,0.505294502,-0.096611194,0.227691293,0.555468917,-0.100189708,0.253778845,0.616052449,-0.093449667
Two,0.315695763,0.868232727,7.84E-07,0.363076508,0.791666389,-0.037427947,0.378445923,0.669559896,-0.055343438,0.348554432,0.575427294,-0.072731569,0.297829837,0.522767007,-0.087540992,0.35161826,0.457105935,-0.023452284,0.381729633,0.314086825,-0.049579069,0.399579048,0.22947517,-0.070088834,0.411482722,0.157553703,-0.084566683,0.29425481,0.447752476,-0.028678996,0.272837609,0.256568849,-0.056532126,0.259229362,0.141259879,-0.076676235,0.243398756,0.047496796,-0.088505626,0.249296486,0.49678421,-0.038123146,0.209094465,0.355747998,-0.085026234,0.231877863,0.415509939,-0.093953945,0.250974566,0.48011288,-0.088258475,0.216578782,0.583233476,-0.050311651,0.199300528,0.502807796,-0.097340614,0.227598324,0.558707356,-0.100016363,0.251929551,0.623684406,-0.09144529
Two,0.3178249,0.87150228,7.79E-07,0.364520162,0.792604089,-0.037639886,0.379494101,0.669928551,-0.055427581,0.35104984,0.574845254,-0.072755076,0.302023143,0.520503163,-0.0873845,0.352555007,0.457012475,-0.022887802,0.381899953,0.314468324,-0.048346795,0.398373872,0.22912845,-0.068392225,0.408707857,0.157383382,-0.082538277,0.295246392,0.449697316,-0.028360188,0.272806197,0.25788483,-0.055527873,0.259387314,0.139776438,-0.075012185,0.243696809,0.043869525,-0.086414658,0.25016281,0.501272857,-0.038290132,0.209829599,0.363882095,-0.084698036,0.234874099,0.416186005,-0.094106153,0.255268812,0.475135416,-0.088902794,0.216539949,0.589370966,-0.051014949,0.199589983,0.503963053,-0.097365551,0.228629276,0.556333542,-0.099727236,0.253181994,0.620444298,-0.091209367
Two,0.315461546,0.86554873,7.59E-07,0.36227268,0.78981781,-0.038301744,0.379318804,0.6712991,-0.056798931,0.356109142,0.577489376,-0.074667975,0.309166193,0.522548854,-0.090008259,0.352685422,0.457217127,-0.025452949,0.381229877,0.313716352,-0.05248465,0.39733246,0.229695141,-0.073885158,0.407146633,0.15848729,-0.089012444,0.295621336,0.448046297,-0.030648688,0.271943629,0.254913449,-0.058827665,0.257551759,0.139027148,-0.080043562,0.241258234,0.044900358,-0.093075603,0.250175148,0.497836024,-0.040196061,0.209320396,0.360850245,-0.086726129,0.233365133,0.410433531,-0.098248638,0.253734648,0.466832817,-0.095204502,0.216879547,0.583626807,-0.052569807,0.200162649,0.505895257,-0.09923096,0.22885564,0.557426631,-0.103688508,0.253686249,0.618669689,-0.097207464
Two,0.312964916,0.864727497,7.49E-07,0.361034185,0.787434042,-0.036257543,0.378114879,0.660428226,-0.053133409,0.346329331,0.559928775,-0.069617406,0.292549163,0.510345995,-0.083733641,0.351081312,0.45726034,-0.022600111,0.379984021,0.311744452,-0.047248099,0.396144301,0.227787375,-0.066819035,0.40702036,0.156578511,-0.081084855,0.294662416,0.448638082,-0.027814528,0.273055643,0.257900417,-0.054273583,0.258705556,0.13985616,-0.074606583,0.24279812,0.044439763,-0.087406464,0.250371695,0.497388721,-0.037040219,0.209907889,0.35351938,-0.08214777,0.232406527,0.403384745,-0.092696376,0.251571327,0.46265474,-0.089394219,0.217549741,0.582004488,-0.048878215,0.20140031,0.500649035,-0.094919316,0.229788005,0.551539004,-0.099170387,0.254283816,0.614106119,-0.092670172
Two,0.312261522,0.860453129,7.56E-07,0.359294444,0.787760496,-0.036733456,0.377097309,0.673308134,-0.055430461,0.353951663,0.583238721,-0.074127346,0.309223861,0.526214898,-0.08996588,0.348066658,0.45497635,-0.024118355,0.377668977,0.312052011,-0.051807132,0.394805551,0.230987668,-0.07322713,0.404747814,0.162289917,-0.088000908,0.29211098,0.446473211,-0.030158937,0.270088315,0.253706038,-0.059549354,0.256450474,0.138064086,-0.081141733,0.239671618,0.043328196,-0.094030552,0.247985661,0.495708734,-0.04040603,0.209905803,0.358752668,-0.087167062,0.237479821,0.417636067,-0.096543781,0.259993106,0.480018467,-0.091369763,0.216311097,0.580747008,-0.053396348,0.202118039,0.500099063,-0.098552719,0.231407687,0.551287532,-0.100847848,0.256213248,0.612441421,-0.092520528
Two,0.310499966,0.857582569,7.21E-07,0.358172834,0.781326652,-0.03397771,0.376503497,0.660925865,-0.050195877,0.347659051,0.568222523,-0.066426992,0.299264342,0.516686201,-0.080160677,0.34752816,0.453707933,-0.021359935,0.377057195,0.309714377,-0.045444034,0.392772853,0.227746129,-0.064451136,0.402611762,0.158936888,-0.078121342,0.292170316,0.445069343,-0.027234973,0.270880163,0.254812121,-0.052920341,0.257104665,0.139755815,-0.072734646,0.241432235,0.048587054,-0.085178003,0.248070657,0.49312079,-0.03690464,0.21027112,0.351027369,-0.080323413,0.235188365,0.400545418,-0.090391487,0.255844802,0.459753275,-0.087067634,0.216036856,0.576565564,-0.049041104,0.20468384,0.497661114,-0.092926376,0.234893084,0.544898868,-0.096800119,0.259966165,0.604389608,-0.09032061
